year,parameter,result,latitude,longitude
2008,PAH,51.9,17.9199,-66.2254
2008,PAH,742.7,17.9555,-66.2181
2008,PAH,200.5,17.953,-66.2208
2008,PAH,2753.6,17.9449,-66.1816
2008,PAH,272.8,17.9303,-66.2408
2008,PAH,99.7,17.9448,-66.2909
2008,PAH,2424,17.9353,-66.2385
2008,DDT,0.07,17.9402,-66.2886
2008,PAH,101.3,17.9607,-66.3023
2008,PAH,509.6,17.9578,-66.2038
2008,DDT,1.81,17.9409,-66.238
2008,PAH,537.8,17.9268,-66.2408
2008,PAH,125.8,17.9176,-66.2415
2008,PAH,32.5,17.9248,-66.211
2008,PAH,437,17.9537,-66.2892
2008,PAH,387.1,17.9568,-66.2087
2008,PAH,11.5,17.9643,-66.3123
2008,PAH,45.7,17.9299,-66.2121
2008,PAH,1164.7,17.9478,-66.2037
2008,PAH,348.3,17.9445,-66.2978
2008,PAH,209.5,17.9341,-66.2358
2008,PAH,280.9,17.9383,-66.2475
2008,PAH,59.3,17.9302,-66.2094
2008,DDT,0.1,17.9332,-66.2249
2008,DDT,0.91,17.95,-66.1766
2008,DDT,0.16,17.9421,-66.2134
2008,DDT,0.48,17.9445,-66.2076
2008,DDT,1.18,17.9391,-66.1852
2008,DDT,0.58,17.9245,-66.2362
2008,DDT,0.03,17.9193,-66.2182
2008,DDT,0.03,17.9451,-66.2729
2008,DDT,0.01,17.9398,-66.2696
2008,DDT,0.66,17.9412,-66.2295
2008,DDT,0.25,17.9199,-66.2254
2008,DDT,0.86,17.9555,-66.2181
2008,DDT,0.22,17.9352,-66.2797
2008,DDT,0.36,17.9252,-66.254
2008,DDT,0.16,17.9508,-66.2923
2008,DDT,0.51,17.9568,-66.2087
2008,DDT,0.22,17.9587,-66.2964
2008,DDT,0,17.9592,-66.3074
2008,DDT,0.2,17.953,-66.2208
2008,DDT,0.96,17.9449,-66.1816
2008,DDT,0.67,17.9361,-66.2414
2008,DDT,0,17.9643,-66.3123
2008,DDT,0.06,17.9299,-66.2121
2008,PAH,1381.1,17.9361,-66.2414
2008,PAH,46.4,17.9402,-66.2886
2008,PAH,220.2,17.9508,-66.2923
2008,PAH,2612.9,17.9409,-66.238
2008,PAH,402.7,17.9508,-66.2119
2008,DDT,0.12,17.9607,-66.3023
2008,DDT,0.29,17.9341,-66.2358
2008,DDT,0.28,17.9383,-66.2475
2008,DDT,0.3,17.9386,-66.2577
2008,DDT,0.07,17.9248,-66.211
2008,DDT,0.49,17.9268,-66.2408
2008,DDT,0.74,17.9537,-66.2892
2008,DDT,1.48,17.9478,-66.2037
2008,DDT,0.85,17.9578,-66.2038
2008,DDT,0.1,17.9448,-66.2909
2008,DDT,2.1,17.9353,-66.2385
2008,DDT,0.47,17.9335,-66.2444
2008,DDT,0.13,17.9359,-66.2883
2008,DDT,0.35,17.9445,-66.2978
2008,DDT,0.19,17.9176,-66.2415
2008,DDT,0.05,17.9302,-66.2094
2008,DDT,1.07,17.9442,-66.1892
2008,DDT,0.1,17.9303,-66.2408
2008,DDT,2.69,17.9508,-66.2119
2008,PCB,0.34,17.9508,-66.2923
2008,PCB,0.9,17.9383,-66.2475
2008,PCB,0.78,17.9537,-66.2892
2008,PCB,2.55,17.9449,-66.1816
2008,PCB,0.04,17.9592,-66.3074
2008,PCB,1.4,17.9451,-66.2729
2008,PCB,0.03,17.9193,-66.2182
2008,PCB,0.3,17.9448,-66.2909
2008,PCB,0.07,17.9299,-66.2121
2008,PCB,5.2,17.9555,-66.2181
2008,PCB,0.79,17.9332,-66.2249
2008,PCB,2.96,17.9386,-66.2577
2008,PCB,4.58,17.9478,-66.2037
2008,PCB,0.8,17.9199,-66.2254
2008,PCB,9.56,17.9391,-66.1852
2008,PCB,1.21,17.953,-66.2208
2008,PCB,0.53,17.9303,-66.2408
2008,PCB,0.42,17.9398,-66.2696
2008,PCB,1.98,17.95,-66.1766
2008,PCB,0.53,17.9341,-66.2358
2008,PCB,3.97,17.9578,-66.2038
2008,PCB,0.47,17.9302,-66.2094
2008,PCB,3.71,17.9442,-66.1892
2008,PCB,1.46,17.9335,-66.2444
2008,PCB,0.05,17.9643,-66.3123
2008,PCB,2.25,17.9268,-66.2408
2008,PCB,19.26,17.9508,-66.2119
2008,PCB,3.11,17.9412,-66.2295
2008,PCB,0.9,17.9421,-66.2134
2008,PCB,0.44,17.9587,-66.2964
2008,PCB,6.07,17.9353,-66.2385
2008,PCB,0.37,17.9176,-66.2415
2008,PCB,0.14,17.9402,-66.2886
2008,PCB,0.23,17.9248,-66.211
2008,PCB,0.54,17.9359,-66.2883
2008,PCB,5.46,17.9409,-66.238
2008,PCB,0.54,17.9245,-66.2362
2008,PCB,0.6,17.9607,-66.3023
2008,PCB,0.98,17.9445,-66.2076
2008,PCB,3.3,17.9568,-66.2087
2008,PCB,1.28,17.9361,-66.2414
2008,PCB,0.58,17.9445,-66.2978
2008,PCB,0.5,17.9252,-66.254
2008,PCB,0.75,17.9352,-66.2797
2008,PAH,0,17.9391,-66.1852
2008,PAH,0,17.9299,-66.2121
2008,PAH,0,17.9353,-66.2385
2008,PAH,0,17.9587,-66.2964
2008,PAH,0,17.9302,-66.2094
2008,PAH,0.02,17.9478,-66.2037
2008,PAH,0,17.9303,-66.2408
2008,PAH,0,17.9643,-66.3123
2008,PAH,0.02,17.9578,-66.2038
2008,PAH,0,17.9508,-66.2923
2008,PAH,0,17.9248,-66.211
2008,PAH,0,17.9383,-66.2475
2008,PAH,0,17.9199,-66.2254
2008,PAH,0,17.9449,-66.1816
2008,PAH,0,17.9335,-66.2444
2008,PAH,0,17.9402,-66.2886
2008,PAH,0,17.9592,-66.3074
2008,PAH,0,17.9386,-66.2577
2008,PAH,0,17.9361,-66.2414
2008,PAH,0,17.9448,-66.2909
2008,PAH,0,17.9607,-66.3023
2008,PAH,0,17.9412,-66.2295
2008,PAH,0,17.9398,-66.2696
2008,PAH,0,17.953,-66.2208
2008,PAH,0,17.9442,-66.1892
2008,PAH,0,17.9409,-66.238
2008,PAH,0,17.9268,-66.2408
2008,PAH,0,17.9176,-66.2415
2008,PAH,0,17.9359,-66.2883
2008,PAH,0,17.9537,-66.2892
2008,PAH,0,17.9445,-66.2978
2008,PAH,0.14,17.9508,-66.2119
2008,PAH,0,17.9341,-66.2358
2008,PAH,0,17.9568,-66.2087
2008,PAH,0,17.9252,-66.254
2008,PAH,0,17.9451,-66.2729
2008,PAH,0,17.9245,-66.2362
2008,PAH,0,17.9445,-66.2076
2008,PAH,0,17.9421,-66.2134
2008,PAH,0,17.9352,-66.2797
2008,PAH,0,17.9555,-66.2181
2008,PAH,0,17.95,-66.1766
2008,PAH,0,17.9193,-66.2182
2008,PAH,0,17.9332,-66.2249
2009,PCB,0.11,17.9248,-66.2001
2009,PCB,0.08,17.9262,-66.3188
2009,PCB,0,17.9167,-66.2179
2009,PCB,0,17.9317,-66.2834
2009,PCB,0.34,17.9146,-66.2531
2009,PCB,0.09,17.9245,-66.2047
2009,DDT,0,17.9226,-66.2574
2009,DDT,0,17.9329,-66.3299
2009,DDT,0,17.9124,-66.2394
2009,DDT,0,17.9245,-66.2047
2009,DDT,0,17.9044,-66.2554
2009,DDT,0,17.9151,-66.2688
2009,DDT,0,17.9269,-66.3235
2009,DDT,0.6,17.9678,-66.3292
2009,DDT,0,17.9262,-66.3188
2009,PCB,0,17.9044,-66.2554
2009,DDT,0,17.928,-66.2709
2009,DDT,0,17.9146,-66.2531
2009,DDT,0,17.9248,-66.2001
2009,PCB,0,17.9329,-66.3299
2009,DDT,0,17.9158,-66.2499
2009,PCB,0.08,17.9147,-66.2892
2009,PAH,3.6,17.9124,-66.2394
2009,PCB,0,17.9226,-66.2574
2009,PAH,5.8,17.9269,-66.3235
2009,PCB,0.33,17.9158,-66.2499
2009,PAH,4.4,17.9146,-66.2531
2009,PCB,0.07,17.9124,-66.2394
2009,PCB,0.62,17.9678,-66.3292
2009,PCB,0.18,17.9151,-66.2688
2009,PCB,0,17.9269,-66.3235
2009,PCB,0.09,17.928,-66.2709
2009,PAH,2.4,17.9044,-66.2554
2009,PAH,4.2,17.9262,-66.3188
2009,PAH,3.4,17.9248,-66.2001
2009,PAH,5.2,17.9158,-66.2499
2009,PAH,4.2,17.9678,-66.3292
2009,PAH,3.7,17.9245,-66.2047
2009,DDT,0,17.9317,-66.2834
2009,DDT,0,17.9147,-66.2892
2009,PAH,2.8,17.9329,-66.3299
2009,PAH,2.9,17.9317,-66.2834
2009,PAH,4.1,17.928,-66.2709
2009,PAH,3.8,17.9226,-66.2574
2009,PAH,3.6,17.9147,-66.2892
2009,PAH,3.2,17.9151,-66.2688
2009,PAH,3.1,17.9167,-66.2179
2009,DDT,0,17.9167,-66.2179
2009,PAH,0.18,17.9147,-66.2892
2009,PAH,0.2,17.9317,-66.2834
2009,PAH,0.18,17.9146,-66.2531
2009,PAH,0.19,17.9248,-66.2001
2009,PAH,0.14,17.9158,-66.2499
2009,PAH,0.21,17.9124,-66.2394
2009,PAH,0.23,17.9226,-66.2574
2009,PAH,0.22,17.9167,-66.2179
2009,PAH,0.22,17.9269,-66.3235
2009,PAH,0.28,17.928,-66.2709
2009,PAH,0.7,17.9245,-66.2047
2009,PAH,0.18,17.9329,-66.3299
2009,PAH,0.18,17.9262,-66.3188
2009,PAH,0.18,17.9151,-66.2688
2009,PAH,0.2,17.9044,-66.2554
2009,PAH,0.23,17.9678,-66.3292
2005,PAH,60.5,17.9498,-67.0384
2005,PAH,1.9,17.9194,-66.9613
2005,PAH,12.6,17.9366,-66.98
2005,PAH,122.5,17.9517,-67.0003
2005,PAH,1.8,17.9293,-66.9657
2005,PAH,114.8,17.957,-66.9933
2005,PAH,1.7,17.9171,-66.9587
2005,PAH,40,17.9528,-67.0847
2005,PAH,9.1,17.9434,-67.0589
2005,PAH,2.4,17.9237,-66.9862
2005,PAH,9.6,17.9482,-67.0275
2005,PAH,14.4,17.9399,-66.98
2005,PAH,1.3,17.9198,-67.1123
2005,PAH,7.7,17.927,-67.1219
2005,PAH,1.8,17.9474,-67.0121
2005,PAH,11.7,17.938,-66.9709
2005,PAH,1.7,17.9226,-67.102
2005,PAH,51.7,17.9452,-67.038
2005,PAH,19.1,17.9455,-67.0324
2005,PAH,1.2,17.9152,-66.9818
2005,PAH,116.1,17.9555,-66.9931
2005,PAH,24.1,17.9359,-67.0494
2005,PAH,19.8,17.9634,-67.024
2005,PAH,6.2,17.9423,-67.0943
2005,PAH,30.8,17.9426,-67.1058
2005,PAH,0.9,17.9177,-66.9495
2005,PAH,399.7,17.969,-66.9247
2005,PAH,248.5,17.9564,-66.9101
2005,PAH,212.3,17.9639,-67.02
2005,PAH,2.3,17.9213,-66.951
2005,PAH,1,17.9301,-66.9372
2005,PAH,2.6,17.9422,-66.9148
2005,PAH,1.5,17.9344,-67.119
2005,PAH,1.4,17.9188,-67.1185
2005,PAH,1.4,17.9362,-66.9248
2005,PAH,3.2,17.9207,-67.124
2005,PAH,3.5,17.9362,-67.1161
2005,PAH,12.7,17.9334,-67.1051
2005,PAH,44.4,17.9633,-67.0468
2005,PAH,148.8,17.951,-67.0557
2005,PAH,92.5,17.9682,-67.0652
2005,PAH,20.1,17.9353,-67.0615
2005,PAH,113.3,17.9635,-67.0174
2005,PCB,1.71,17.9194,-66.9613
2005,PCB,44.97,17.9517,-67.0003
2005,PCB,0.1,17.9207,-67.124
2005,PCB,10.55,17.9482,-67.0275
2005,PCB,0.45,17.9177,-66.9495
2005,PCB,15.43,17.9366,-66.98
2005,PCB,0.47,17.9344,-67.119
2005,PCB,39.25,17.9639,-67.02
2005,DDT,0.02,17.9423,-67.0943
2005,DDT,0.07,17.9293,-66.9657
2005,PCB,10.4,17.9353,-67.0615
2005,PCB,0.76,17.9198,-67.1123
2005,PCB,34.2,17.9498,-67.0384
2005,PCB,1917.94,17.9564,-66.9101
2005,PCB,13.36,17.938,-66.9709
2005,PCB,5.7,17.9334,-67.1051
2005,DDT,0.24,17.9353,-67.0615
2005,DDT,0.23,17.9422,-66.9148
2005,DDT,0.37,17.9359,-67.0494
2005,PCB,42,17.951,-67.0557
2005,PCB,22.66,17.9455,-67.0324
2005,PCB,39.57,17.957,-66.9933
2005,PCB,23.82,17.9399,-66.98
2005,PCB,0.51,17.9226,-67.102
2005,PCB,0.5,17.9152,-66.9818
2005,DDT,0.44,17.9635,-67.0174
2005,DDT,0.19,17.9334,-67.1051
2005,DDT,0,17.9213,-66.951
2005,DDT,0.25,17.9634,-67.024
2005,DDT,0.02,17.9198,-67.1123
2005,DDT,0.29,17.9633,-67.0468
2005,DDT,0,17.9362,-66.9248
2005,PCB,42.94,17.9555,-66.9931
2005,PCB,8.79,17.9426,-67.1058
2005,PCB,9.63,17.9634,-67.024
2005,PCB,6.47,17.9633,-67.0468
2005,PCB,1.59,17.9362,-67.1161
2005,PCB,2.24,17.9171,-66.9587
2005,PCB,8.25,17.9528,-67.0847
2005,PCB,15.16,17.9359,-67.0494
2005,PCB,764.6,17.969,-66.9247
2005,DDT,0.41,17.9639,-67.02
2005,DDT,0.39,17.938,-66.9709
2005,DDT,0.04,17.9171,-66.9587
2005,DDT,1.29,17.957,-66.9933
2005,DDT,0.01,17.9226,-67.102
2005,DDT,1.01,17.9452,-67.038
2005,DDT,0,17.9194,-66.9613
2005,DDT,0.13,17.927,-67.1219
2005,DDT,0,17.9152,-66.9818
2005,DDT,0.01,17.9207,-67.124
2005,PCB,1.36,17.9423,-67.0943
2005,PCB,21.89,17.9635,-67.0174
2005,PCB,7.49,17.9422,-66.9148
2005,PCB,0.42,17.9188,-67.1185
2005,PCB,1.61,17.9301,-66.9372
2005,PCB,1.07,17.9362,-66.9248
2005,PCB,1.86,17.9213,-66.951
2005,PCB,1.28,17.9474,-67.0121
2005,PCB,34.01,17.9452,-67.038
2005,PCB,3.88,17.927,-67.1219
2005,DDT,0,17.9344,-67.119
2005,DDT,0.34,17.9177,-66.9495
2005,DDT,1.45,17.9555,-66.9931
2005,DDT,0.32,17.9434,-67.0589
2005,DDT,0.49,17.9455,-67.0324
2005,DDT,1.34,17.9517,-67.0003
2005,PCB,5.83,17.9682,-67.0652
2005,DDT,0.83,17.9399,-66.98
2005,DDT,0.25,17.9482,-67.0275
2005,DDT,0.12,17.9426,-67.1058
2005,DDT,0.93,17.951,-67.0557
2005,PCB,2.55,17.9434,-67.0589
2005,PCB,1.11,17.9237,-66.9862
2005,PCB,2.22,17.9293,-66.9657
2005,DDT,29.35,17.969,-66.9247
2005,DDT,0.01,17.9301,-66.9372
2005,DDT,0.03,17.9362,-67.1161
2005,DDT,0,17.9188,-67.1185
2005,DDT,46.93,17.9564,-66.9101
2005,DDT,0.41,17.9682,-67.0652
2005,DDT,0.04,17.9474,-67.0121
2005,DDT,0,17.9237,-66.9862
2005,DDT,0.73,17.9528,-67.0847
2005,DDT,0.4,17.9366,-66.98
2005,DDT,0.91,17.9498,-67.0384
2005,PAH,0,17.9426,-67.1058
2005,PAH,0,17.9362,-66.9248
2005,PAH,0.01,17.9194,-66.9613
2005,PAH,0,17.9517,-67.0003
2005,PAH,0,17.957,-66.9933
2005,PAH,0,17.9171,-66.9587
2005,PAH,0.01,17.9237,-66.9862
2005,PAH,0,17.9635,-67.0174
2005,PAH,0,17.9177,-66.9495
2005,PAH,0,17.9344,-67.119
2005,PAH,0,17.9301,-66.9372
2005,PAH,0,17.969,-66.9247
2005,PAH,0,17.9455,-67.0324
2005,PAH,0,17.9555,-66.9931
2005,PAH,0,17.927,-67.1219
2005,PAH,0,17.938,-66.9709
2005,PAH,0,17.9293,-66.9657
2005,PAH,0.08,17.9482,-67.0275
2005,PAH,0,17.9452,-67.038
2005,PAH,0,17.9634,-67.024
2005,PAH,0,17.9633,-67.0468
2005,PAH,0,17.9334,-67.1051
2005,PAH,0,17.9207,-67.124
2005,PAH,0,17.9213,-66.951
2005,PAH,0.01,17.951,-67.0557
2005,PAH,0,17.9474,-67.0121
2005,PAH,0,17.9366,-66.98
2005,PAH,0,17.9198,-67.1123
2005,PAH,0,17.9399,-66.98
2005,PAH,0,17.9528,-67.0847
2005,PAH,0,17.9353,-67.0615
2005,PAH,0,17.9434,-67.0589
2005,PAH,0,17.9226,-67.102
2005,PAH,0,17.9152,-66.9818
2005,PAH,0,17.9498,-67.0384
2005,PAH,0,17.9362,-67.1161
2005,PAH,0,17.9682,-67.0652
2005,PAH,0,17.9422,-66.9148
2005,PAH,0,17.9188,-67.1185
2005,PAH,0.01,17.9639,-67.02
2005,PAH,0,17.9564,-66.9101
2005,PAH,0,17.9423,-67.0943
2005,PAH,0,17.9359,-67.0494
2005,PCB,0.35,17.9362,-67.1161
2005,PCB,5,17.9422,-66.9148
2005,DDT,0,17.9633,-67.0468
2005,PCB,0.19,17.9633,-67.0468
2005,DDT,0,17.9362,-67.1161
2005,DDT,0,17.9634,-67.024
2005,DDT,0,17.9635,-67.0174
2005,DDT,0.61,17.9422,-66.9148
2005,PCB,0.16,17.9359,-67.0494
2005,PAH,5,17.9359,-67.0494
2005,PAH,4.1,17.9422,-66.9148
2005,PAH,3.7,17.9301,-66.9372
2005,PCB,0.22,17.9634,-67.024
2005,PCB,1.3,17.9301,-66.9372
2005,PCB,0.33,17.9635,-67.0174
2005,PCB,0.18,17.9334,-67.1051
2005,PAH,6.8,17.9334,-67.1051
2005,PAH,7.7,17.9634,-67.024
2005,PAH,6.8,17.9362,-67.1161
2005,DDT,0,17.9359,-67.0494
2005,DDT,0.11,17.9301,-66.9372
2005,DDT,0,17.9334,-67.1051
2005,PAH,4.5,17.9635,-67.0174
2005,PAH,8.3,17.9633,-67.0468
2005,PAH,0,17.9359,-67.0494
2005,PAH,0,17.9362,-67.1161
2005,PAH,0,17.9633,-67.0468
2005,PAH,0,17.9634,-67.024
2005,PAH,0,17.9301,-66.9372
2005,PAH,0,17.9635,-67.0174
2005,PAH,0,17.9334,-67.1051
2005,PAH,0,17.9422,-66.9148
2012,DDT,0,18.30791,-64.87637
2012,PAH,0,18.30791,-64.87637
2012,PCB,0,18.30791,-64.87637
2012,PAH,17.107,18.30791,-64.87637
2012,DDT,0,18.30565,-64.87463
2012,PAH,0,18.30565,-64.87463
2012,PCB,0,18.30565,-64.87463
2012,PAH,16.637,18.30565,-64.87463
2012,DDT,0,18.31287,-64.8682
2012,PAH,0,18.31287,-64.8682
2012,PCB,0,18.31287,-64.8682
2012,PAH,46.349,18.31287,-64.8682
2012,DDT,0,18.30402,-64.84837
2012,PAH,0,18.30402,-64.84837
2012,PCB,0,18.30402,-64.84837
2012,PAH,40.769,18.30402,-64.84837
2012,DDT,0,18.30095,-64.82999
2012,PAH,0,18.30095,-64.82999
2012,PCB,0,18.30095,-64.82999
2012,PAH,91.166,18.30095,-64.82999
2012,DDT,0,18.31737,-64.83652
2012,PAH,0,18.31737,-64.83652
2012,PCB,0,18.31737,-64.83652
2012,PAH,42.995,18.31737,-64.83652
2010,DDT,1.31,18.31844,-64.87132
2010,PAH,0.1,18.31844,-64.87132
2010,PCB,19.88,18.31844,-64.87132
2010,PAH,187.7,18.31844,-64.87132
2010,DDT,2.43,18.3208,-64.8667
2010,PAH,0.14,18.3208,-64.8667
2010,PCB,65.97,18.3208,-64.8667
2010,PAH,239.2,18.3208,-64.8667
2010,DDT,0.45,18.3166,-64.87623
2010,PAH,0.08,18.3166,-64.87623
2010,PCB,21.76,18.3166,-64.87623
2010,PAH,284,18.3166,-64.87623
2010,DDT,0.43,18.31349,-64.88005
2010,PAH,0,18.31349,-64.88005
2010,PCB,9.01,18.31349,-64.88005
2010,PAH,72.8,18.31349,-64.88005
2011,DDT,0.09,18.31538,-64.88128
2011,PAH,0,18.31538,-64.88128
2011,PCB,2.69,18.31538,-64.88128
2011,PAH,84.7,18.31538,-64.88128
2011,DDT,0.04,18.31499,-64.87677
2011,PAH,0,18.31499,-64.87677
2011,PCB,2.03,18.31499,-64.87677
2011,PAH,212.6,18.31499,-64.87677
2011,DDT,0,18.3159,-64.87617
2011,PAH,0,18.3159,-64.87617
2011,PCB,1.09,18.3159,-64.87617
2011,PAH,359.1,18.3159,-64.87617
2011,DDT,0,18.3089,-64.87443
2011,PAH,0,18.3089,-64.87443
2011,PCB,0.2,18.3089,-64.87443
2011,PAH,2.6,18.3089,-64.87443
2011,DDT,0.06,18.31477,-64.87476
2011,PAH,0,18.31477,-64.87476
2011,PCB,2.88,18.31477,-64.87476
2011,PAH,85.9,18.31477,-64.87476
2011,DDT,0.08,18.31672,-64.87375
2011,PAH,0.16,18.31672,-64.87375
2011,PCB,2.52,18.31672,-64.87375
2011,PAH,96.7,18.31672,-64.87375
2011,DDT,0.01,18.31389,-64.86786
2011,PAH,0,18.31389,-64.86786
2011,PCB,0.57,18.31389,-64.86786
2011,PAH,5.6,18.31389,-64.86786
2011,DDT,0.61,18.31849,-64.86726
2011,PAH,0,18.31849,-64.86726
2011,PCB,7.25,18.31849,-64.86726
2011,PAH,108.8,18.31849,-64.86726
2011,DDT,0.02,18.31379,-64.86827
2011,PAH,0,18.31379,-64.86827
2011,PCB,0.14,18.31379,-64.86827
2011,PAH,2.9,18.31379,-64.86827
2011,DDT,0,18.31693485,-64.85515895
2011,PAH,0,18.31693485,-64.85515895
2011,PCB,0,18.31693485,-64.85515895
2011,PAH,442.8,18.31693485,-64.85515895
2011,DDT,0.02,18.30513,-64.85267
2011,PAH,0.01,18.30513,-64.85267
2011,PCB,0.14,18.30513,-64.85267
2011,PAH,1.3,18.30513,-64.85267
2011,DDT,0,18.31038628,-64.84874647
2011,PAH,0,18.31038628,-64.84874647
2011,PCB,0.15,18.31038628,-64.84874647
2011,PAH,1.9,18.31038628,-64.84874647
2011,DDT,0,18.31735,-64.85635
2011,PAH,0,18.31735,-64.85635
2011,PCB,0.68,18.31735,-64.85635
2011,PAH,26.8,18.31735,-64.85635
2011,DDT,0.09,18.31228,-64.85199
2011,PAH,0,18.31228,-64.85199
2011,PCB,0.35,18.31228,-64.85199
2011,PAH,9.6,18.31228,-64.85199
2011,DDT,0,18.30429,-64.83998
2011,PAH,0,18.30429,-64.83998
2011,PCB,0.3,18.30429,-64.83998
2011,PAH,2.8,18.30429,-64.83998
2011,DDT,0,18.30177,-64.83553
2011,PAH,0.44,18.30177,-64.83553
2011,PCB,0.47,18.30177,-64.83553
2011,PAH,0.8,18.30177,-64.83553
2011,DDT,0.04,18.3125,-64.83687
2011,PAH,0.12,18.3125,-64.83687
2011,PCB,0.35,18.3125,-64.83687
2011,PAH,1,18.3125,-64.83687
2011,DDT,0,18.30413,-64.82621
2011,PAH,0,18.30413,-64.82621
2011,PCB,0.08,18.30413,-64.82621
2011,PAH,0.8,18.30413,-64.82621
2011,DDT,0,18.31525,-64.84118
2011,PAH,0,18.31525,-64.84118
2011,PCB,0.34,18.31525,-64.84118
2011,PAH,3.3,18.31525,-64.84118
2011,DDT,0,18.31725,-64.83537
2011,PAH,0,18.31725,-64.83537
2011,PCB,0.26,18.31725,-64.83537
2011,PAH,3.5,18.31725,-64.83537
2011,DDT,0,18.3179,-64.82919
2011,PAH,0,18.3179,-64.82919
2011,PCB,0.42,18.3179,-64.82919
2011,PAH,15.7,18.3179,-64.82919
2011,DDT,0,18.3225,-64.84019
2011,PAH,0,18.3225,-64.84019
2011,PCB,0.32,18.3225,-64.84019
2011,PAH,6.1,18.3225,-64.84019
2011,DDT,0,18.32099919,-64.83443126
2011,PAH,0,18.32099919,-64.83443126
2011,PCB,0.54,18.32099919,-64.83443126
2011,PAH,3,18.32099919,-64.83443126
2011,DDT,0.01,18.32246,-64.83707
2011,PAH,0,18.32246,-64.83707
2011,PCB,0.4,18.32246,-64.83707
2011,PAH,3.6,18.32246,-64.83707
2012,DDT,0,18.30615,-64.8676
2012,PAH,0,18.30615,-64.8676
2012,PCB,0,18.30615,-64.8676
2012,PAH,5.737,18.30615,-64.8676
2012,DDT,0.09,18.31455,-64.84351
2012,PAH,0,18.31455,-64.84351
2012,PCB,0,18.31455,-64.84351
2012,PAH,24.849,18.31455,-64.84351
2012,DDT,0,18.30409,-64.84471
2012,PAH,0,18.30409,-64.84471
2012,PCB,0,18.30409,-64.84471
2012,PAH,5.088,18.30409,-64.84471
2012,DDT,0,18.31753,-64.86024
2012,PAH,0,18.31753,-64.86024
2012,PCB,0,18.31753,-64.86024
2012,PAH,15.622,18.31753,-64.86024
2012,DDT,0,18.3037,-64.8688
2012,PAH,0,18.3037,-64.8688
2012,PCB,0,18.3037,-64.8688
2012,PAH,5.184,18.3037,-64.8688
2012,DDT,0,18.31337,-64.86575
2012,PAH,0,18.31337,-64.86575
2012,PCB,0,18.31337,-64.86575
2012,PAH,7.158,18.31337,-64.86575
2012,DDT,0,18.31538,-64.82964
2012,PAH,0,18.31538,-64.82964
2012,PCB,0,18.31538,-64.82964
2012,PAH,12.192,18.31538,-64.82964
2012,DDT,0,18.32036,-64.83813
2012,PAH,0,18.32036,-64.83813
2012,PCB,0,18.32036,-64.83813
2012,PAH,7.722,18.32036,-64.83813
2012,DDT,0,18.307,-64.87556
2012,PAH,0,18.307,-64.87556
2012,PCB,0,18.307,-64.87556
2012,PAH,7.224,18.307,-64.87556
2007,PAH,15.6,18.1552,-65.3628
2008,PAH,9.9,18.1401,-65.3016
2008,PAH,50.3,18.0987,-65.4552
2008,PAH,31,18.1144,-65.3919
2007,PAH,55.2,18.1057,-65.4391
2007,PAH,1,18.1271,-65.3014
2007,PAH,86.8,18.1055,-65.4413
2008,PAH,48.5,18.1559,-65.3739
2007,PAH,4.4,18.1322,-65.2822
2007,PAH,3.4,18.1124,-65.3913
2008,PAH,117.1,18.1054,-65.5755
2007,PAH,1.3,18.0892,-65.5083
2007,PAH,163.6,18.1155,-65.5707
2008,PAH,52.4,18.102,-65.4558
2007,PAH,0.9,18.1393,-65.271
2007,PAH,2,18.1472,-65.332
2007,PAH,95.8,18.1514,-65.4437
2007,PAH,5.1,18.1288,-65.5372
2007,PAH,11.8,18.13,-65.3105
2007,PAH,3.2,18.1234,-65.3312
2007,PAH,32.8,18.1536,-65.444
2007,PAH,7,18.1337,-65.303
2007,PAH,14.6,18.0965,-65.4409
2007,PAH,40.6,18.1039,-65.4455
2007,PAH,3.9,18.0898,-65.4504
2007,PAH,33,18.1527,-65.3619
2007,PAH,17.9,18.1226,-65.5384
2007,PAH,5.2,18.1438,-65.3019
2007,PAH,4.1,18.148,-65.2955
2008,PAH,35.1,18.1559,-65.3729
2008,PAH,15.6,18.1357,-65.2981
2007,PAH,0.9,18.1708,-65.4262
2008,PAH,5.8,18.1362,-65.2792
2008,PAH,36.3,18.1391,-65.2978
2007,PAH,2.3,18.1437,-65.4707
2008,PAH,46.7,18.1346,-65.2967
2007,PAH,12.3,18.1429,-65.5167
2008,PAH,4.3,18.1357,-65.2786
2008,PAH,16.2,18.1411,-65.2992
2007,PAH,18.4,18.1445,-65.3321
2007,PAH,0.7,18.1609,-65.4459
2008,PAH,15.7,18.1379,-65.3081
2007,PAH,1.6,18.1295,-65.2724
2007,PAH,2.7,18.1143,-65.3526
2007,PAH,75.3,18.1092,-65.4249
2008,PAH,69.7,18.1161,-65.5609
2008,PAH,88.9,18.1119,-65.5642
2007,PAH,0.8,18.1274,-65.2875
2007,PAH,1.4,18.133,-65.2702
2007,PAH,10.7,18.1484,-65.4461
2008,PAH,2.3,18.135,-65.2778
2007,PAH,0.4,18.0849,-65.4441
2007,PAH,13.4,18.0935,-65.4675
2007,PAH,153.1,18.1049,-65.5746
2007,PAH,2.3,18.1394,-65.2791
2007,PAH,64.8,18.0888,-65.5191
2008,PAH,173.2,18.1135,-65.3921
2007,PAH,0.9,18.1539,-65.3185
2007,PAH,3.9,18.1581,-65.3723
2008,PAH,50,18.099,-65.4546
